"pkey","user","usergroup"
"72259","109","76"
"81187","43","74"
"80847","55","11"
"73070","248","108"
"80628","153","46"
"67307","361","139"
"81186","43","117"
"67053","198","88"
"77470","3","4"
"66887","5","42"
"81487","80","2"
"66699","2","42"
"69245","117","4"
"78124","215","53"
"78123","215","119"
"78122","215","138"
"78121","215","97"
"78120","215","32"
"78119","215","4"
"78118","215","82"
"75594","342","42"
"72258","109","59"
"68799","45","82"
"81185","43","102"
"80846","55","7"
"73069","248","99"
"67995","82","32"
"76921","13","99"
"80627","153","51"
"54386","336","118"
"55260","334","4"
"55259","334","82"
"77463","360","138"
"77462","359","138"
"55370","337","106"
"55372","338","119"
"81184","43","27"
"81183","43","100"
"81134","382","7"
"55703","339","68"
"61300","311","87"
"61299","311","12"
"61298","311","31"
"61297","311","121"
"61296","311","78"
"81182","43","35"
"81486","80","103"
"56184","340","120"
"56404","341","121"
"81485","80","96"
"75593","342","55"
"75592","342","37"
"75591","342","115"
"75590","342","113"
"75589","342","81"
"75588","342","120"
"75587","342","104"
"75586","342","72"
"75585","342","62"
"75584","342","133"
"75583","342","11"
"75582","342","7"
"75581","342","122"
"75580","342","114"
"75579","342","69"
"75578","342","67"
"75577","342","13"
"75576","342","56"
"75575","342","58"
"75574","342","39"
"75573","342","40"
"75572","342","73"
"75571","342","71"
"75570","342","3"
"75569","342","66"
"75568","342","132"
"75567","342","126"
"75566","342","41"
"75565","342","15"
"75564","342","5"
"75563","342","21"
"75562","342","127"
"75561","342","65"
"75560","342","47"
"75559","342","64"
"75558","342","84"
"75557","342","30"
"75556","342","128"
"75555","342","137"
"75554","342","125"
"75553","342","26"
"75552","342","134"
"75551","342","48"
"75550","342","68"
"75549","342","107"
"75548","342","93"
"75547","342","144"
"75546","342","143"
"75545","342","9"
"75544","342","34"
"75543","342","124"
"75542","342","79"
"75541","342","23"
"75540","342","142"
"75539","342","89"
"75538","342","10"
"75537","342","50"
"75536","342","8"
"75535","342","45"
"75534","342","52"
"75533","342","61"
"75532","342","110"
"75531","342","140"
"75530","342","57"
"75529","342","92"
"75528","342","130"
"75527","342","29"
"75526","342","141"
"75525","342","25"
"75524","342","105"
"75523","342","14"
"75522","342","98"
"75521","342","83"
"75520","342","44"
"75519","342","28"
"75518","342","101"
"75517","342","75"
"75516","342","106"
"75515","342","38"
"75514","342","19"
"75513","342","54"
"75512","342","91"
"75511","342","46"
"75510","342","51"
"75509","342","135"
"75508","342","108"
"75507","342","99"
"75506","342","86"
"75505","342","129"
"75504","342","20"
"75503","342","85"
"75502","342","74"
"75501","342","117"
"75500","342","102"
"75499","342","27"
"75498","342","100"
"75497","342","35"
"75496","342","95"
"75495","342","16"
"75494","342","2"
"75493","342","103"
"75492","342","96"
"75491","342","76"
"75490","342","59"
"75489","342","49"
"75488","342","43"
"75487","342","77"
"75486","342","111"
"75485","342","63"
"75484","342","6"
"81484","80","76"
"81483","80","59"
"81482","80","49"
"72257","109","49"
"72256","109","43"
"72255","109","77"
"72254","109","111"
"72253","109","63"
"57073","343","122"
"61295","311","112"
"61294","311","116"
"61293","311","53"
"59054","56","56"
"59053","56","58"
"59052","56","39"
"59051","56","40"
"59050","56","73"
"59049","56","71"
"59048","56","17"
"59047","56","66"
"59046","56","41"
"59045","56","15"
"59044","56","5"
"59043","56","21"
"59042","56","65"
"59041","56","47"
"59040","56","64"
"59039","56","84"
"59038","56","30"
"59037","56","26"
"59036","56","48"
"59035","56","68"
"59034","56","107"
"59033","56","93"
"59032","56","9"
"59031","56","34"
"59030","56","79"
"59029","56","23"
"59028","56","89"
"59027","56","10"
"59026","56","50"
"59025","56","8"
"59024","56","45"
"59023","56","52"
"59022","56","61"
"59021","56","54"
"59020","56","110"
"59019","56","57"
"59018","56","92"
"59017","56","29"
"59016","56","25"
"59015","56","105"
"59014","56","14"
"59013","56","98"
"59012","56","83"
"59011","56","44"
"59010","56","28"
"59009","56","101"
"59008","56","75"
"59007","56","106"
"59006","56","38"
"59005","56","19"
"59004","56","91"
"59003","56","46"
"59002","56","51"
"59001","56","108"
"59000","56","99"
"58999","56","86"
"58998","56","20"
"58997","56","85"
"58996","56","74"
"58995","56","117"
"58994","56","102"
"58993","56","27"
"58992","56","100"
"58991","56","35"
"58990","56","95"
"58989","56","16"
"58988","56","2"
"58987","56","103"
"58986","56","96"
"58985","56","76"
"58984","56","59"
"58983","56","49"
"58982","56","43"
"58981","56","77"
"58980","56","111"
"58979","56","63"
"58978","56","6"
"58977","56","70"
"58976","56","109"
"58975","56","118"
"58974","56","60"
"58973","56","87"
"58972","56","12"
"58971","56","31"
"58970","56","121"
"58969","56","78"
"58968","56","112"
"58967","56","116"
"58966","56","53"
"58965","56","119"
"58964","56","97"
"58963","56","32"
"77466","344","124"
"75483","342","70"
"75482","342","109"
"80626","153","135"
"81481","80","43"
"81480","80","77"
"61292","311","119"
"81181","43","95"
"81180","43","16"
"81179","43","2"
"73425","345","125"
"75481","342","118"
"81479","80","111"
"65165","358","137"
"80625","153","108"
"59065","346","115"
"60082","347","93"
"59069","348","126"
"75480","342","136"
"80624","153","99"
"72252","109","6"
"72251","109","70"
"72250","109","109"
"72249","109","118"
"61291","311","97"
"61290","311","32"
"59515","349","127"
"81478","80","63"
"81477","80","6"
"81178","43","103"
"81177","43","96"
"81176","43","76"
"75479","342","60"
"81298","335","3"
"61289","311","82"
"81476","80","70"
"81297","335","9"
"75478","342","87"
"81175","43","59"
"61858","350","129"
"75477","342","12"
"77010","351","130"
"81475","80","109"
"81474","80","118"
"81174","43","49"
"81173","43","43"
"80623","153","86"
"80622","153","129"
"80621","153","20"
"80620","153","85"
"80619","153","74"
"80618","153","117"
"80617","153","102"
"80616","153","27"
"80615","153","100"
"80614","153","35"
"80613","153","95"
"80612","153","16"
"80611","153","2"
"80610","153","103"
"80609","153","96"
"80608","153","76"
"80607","153","59"
"80606","153","49"
"80605","153","43"
"80604","153","77"
"80603","153","111"
"80602","153","63"
"80601","153","6"
"80600","153","70"
"80599","153","109"
"80598","153","118"
"80597","153","136"
"80596","153","60"
"80595","153","87"
"80594","153","12"
"63069","352","131"
"68320","362","140"
"78645","353","26"
"78644","353","135"
"78643","353","129"
"81172","43","77"
"81473","80","136"
"81171","43","111"
"63192","354","133"
"81472","80","60"
"81471","80","87"
"81170","43","63"
"81470","80","12"
"81169","43","6"
"80593","153","31"
"80592","153","121"
"80591","153","78"
"80590","153","131"
"63560","355","135"
"67306","356","122"
"81133","382","122"
"81454","357","42"
"81453","357","55"
"81452","357","37"
"81451","357","115"
"81450","357","113"
"81449","357","81"
"81448","357","120"
"81447","357","104"
"81446","357","72"
"81445","357","62"
"81444","357","133"
"81443","357","11"
"81442","357","7"
"81441","357","122"
"81440","357","114"
"81439","357","69"
"81438","357","67"
"81437","357","13"
"81436","357","56"
"81435","357","58"
"81434","357","39"
"81433","357","40"
"81432","357","73"
"81431","357","71"
"81430","357","3"
"81429","357","66"
"81428","357","132"
"81427","357","126"
"81426","357","41"
"81425","357","15"
"81424","357","5"
"81423","357","21"
"81422","357","127"
"81421","357","65"
"81420","357","47"
"81419","357","64"
"81418","357","152"
"81417","357","84"
"81416","357","30"
"81415","357","128"
"81414","357","137"
"81413","357","125"
"81412","357","26"
"81411","357","134"
"81410","357","48"
"81409","357","68"
"81408","357","107"
"81407","357","93"
"81406","357","144"
"81405","357","143"
"81404","357","9"
"81403","357","34"
"81402","357","124"
"81401","357","79"
"81400","357","23"
"81399","357","142"
"81398","357","89"
"81397","357","10"
"81396","357","50"
"81395","357","8"
"81394","357","45"
"81393","357","52"
"81392","357","61"
"81391","357","110"
"81390","357","140"
"81389","357","57"
"81388","357","92"
"81387","357","151"
"81386","357","150"
"81385","357","149"
"81384","357","148"
"81383","357","147"
"81382","357","146"
"81381","357","130"
"81380","357","29"
"81379","357","141"
"81378","357","25"
"81377","357","105"
"81376","357","14"
"81375","357","98"
"81374","357","83"
"81373","357","44"
"81372","357","28"
"81371","357","101"
"81370","357","75"
"81369","357","106"
"81368","357","38"
"81367","357","19"
"81366","357","54"
"81365","357","91"
"81364","357","46"
"81363","357","153"
"81362","357","51"
"81361","357","135"
"81360","357","108"
"81359","357","99"
"81358","357","86"
"81357","357","129"
"81356","357","20"
"81355","357","85"
"81354","357","74"
"81353","357","117"
"81352","357","102"
"81351","357","27"
"81350","357","100"
"81349","357","35"
"81348","357","95"
"81347","357","16"
"81346","357","2"
"81345","357","103"
"81344","357","96"
"81343","357","76"
"81342","357","59"
"81341","357","49"
"81340","357","43"
"81339","357","77"
"81338","357","111"
"81337","357","63"
"81336","357","6"
"81168","43","70"
"81469","80","31"
"81335","357","70"
"78642","353","59"
"81334","357","109"
"72248","109","136"
"72247","109","60"
"72246","109","87"
"72245","109","12"
"72244","109","31"
"72243","109","121"
"72242","109","78"
"72241","109","131"
"72240","109","112"
"72239","109","139"
"81468","80","121"
"75476","342","31"
"75475","342","121"
"75474","342","78"
"75473","342","131"
"75472","342","112"
"75471","342","139"
"75470","342","116"
"81167","43","109"
"79015","155","134"
"79014","155","48"
"79013","155","68"
"79012","155","107"
"79011","155","93"
"79010","155","144"
"79009","155","143"
"79008","155","9"
"79007","155","34"
"79006","155","124"
"79005","155","79"
"79004","155","23"
"79003","155","142"
"79002","155","89"
"79001","155","10"
"79000","155","50"
"78999","155","8"
"78998","155","45"
"78997","155","52"
"78996","155","61"
"78995","155","110"
"78994","155","140"
"78993","155","57"
"78992","155","92"
"78991","155","149"
"78990","155","148"
"78989","155","147"
"78988","155","146"
"78987","155","130"
"78986","155","29"
"78985","155","141"
"78984","155","25"
"78983","155","105"
"78982","155","14"
"78981","155","98"
"78980","155","83"
"78979","155","44"
"78978","155","28"
"78977","155","101"
"78976","155","75"
"78975","155","106"
"78974","155","38"
"78973","155","19"
"78972","155","54"
"78971","155","91"
"78970","155","46"
"78969","155","51"
"78968","155","135"
"78967","155","108"
"78966","155","99"
"78965","155","86"
"78964","155","129"
"78963","155","20"
"78962","155","85"
"78961","155","74"
"78960","155","117"
"78959","155","102"
"78958","155","27"
"78957","155","100"
"78956","155","35"
"78955","155","95"
"78954","155","16"
"78953","155","2"
"78952","155","103"
"78951","155","96"
"78950","155","76"
"78949","155","59"
"78948","155","49"
"78947","155","43"
"78946","155","77"
"78945","155","111"
"78944","155","63"
"78943","155","6"
"78942","155","70"
"78941","155","109"
"78940","155","118"
"78939","155","136"
"78938","155","60"
"78937","155","87"
"78936","155","12"
"78935","155","31"
"81333","357","118"
"80589","153","112"
"81166","43","118"
"81467","80","78"
"81466","80","131"
"70486","364","143"
"81465","80","112"
"78934","155","121"
"81165","43","136"
"81332","357","136"
"73290","365","144"
"80588","153","139"
"80587","153","116"
"78933","155","78"
"78932","155","131"
"78931","155","112"
"78930","155","139"
"78929","155","116"
"76920","13","86"
"76919","13","129"
"76918","13","20"
"76917","13","85"
"76916","13","74"
"76915","13","117"
"76914","13","102"
"76913","13","27"
"76912","13","100"
"76911","13","35"
"76910","13","95"
"76909","13","16"
"76908","13","2"
"76907","13","103"
"76906","13","96"
"76905","13","76"
"76904","13","59"
"76903","13","49"
"76902","13","43"
"76901","13","77"
"76900","13","111"
"76899","13","63"
"76898","13","6"
"76897","13","70"
"76896","13","109"
"76895","13","118"
"76894","13","136"
"76893","13","60"
"76892","13","87"
"76891","13","12"
"76890","13","31"
"76889","13","121"
"76888","13","78"
"76887","13","131"
"76886","13","112"
"76885","13","139"
"76884","13","116"
"76883","13","53"
"76882","13","119"
"76881","13","138"
"76880","13","97"
"76879","13","32"
"76878","13","4"
"76877","13","82"
"73068","248","86"
"73067","248","129"
"73066","248","20"
"73065","248","85"
"73064","248","74"
"73063","248","117"
"73062","248","102"
"73061","248","27"
"73060","248","100"
"73059","248","35"
"73058","248","95"
"73057","248","16"
"73056","248","2"
"73055","248","103"
"73054","248","96"
"73053","248","76"
"73052","248","59"
"73051","248","49"
"73050","248","43"
"73049","248","77"
"73048","248","111"
"73047","248","63"
"73046","248","6"
"73045","248","70"
"73044","248","109"
"73043","248","118"
"73042","248","136"
"73041","248","60"
"73040","248","87"
"73039","248","12"
"73038","248","31"
"73037","248","121"
"73036","248","78"
"73035","248","131"
"73034","248","112"
"73033","248","139"
"73032","248","116"
"73031","248","53"
"73030","248","119"
"73029","248","138"
"73028","248","97"
"73027","248","32"
"73026","248","82"
"81331","357","60"
"81330","357","87"
"81329","357","12"
"81328","357","31"
"81327","357","121"
"81326","357","78"
"81325","357","131"
"81164","43","60"
"81163","43","87"
"81162","43","12"
"81161","43","31"
"81160","43","121"
"81159","43","78"
"81158","43","131"
"72238","109","116"
"72237","109","53"
"72236","109","119"
"72235","109","138"
"72234","109","97"
"72233","109","32"
"72232","109","4"
"72231","109","82"
"75469","342","53"
"75468","342","119"
"75467","342","138"
"75466","342","97"
"75465","342","32"
"75464","342","4"
"75463","342","82"
"75462","342","145"
"81464","80","139"
"81463","80","116"
"80845","55","122"
"80844","55","114"
"80843","55","69"
"80842","55","67"
"80841","55","13"
"80840","55","56"
"80839","55","58"
"80838","55","39"
"80837","55","40"
"80836","55","73"
"80835","55","71"
"80834","55","3"
"80833","55","66"
"80832","55","132"
"80831","55","126"
"80830","55","41"
"80829","55","15"
"80828","55","5"
"80827","55","21"
"80826","55","127"
"80825","55","65"
"80824","55","47"
"80823","55","64"
"80822","55","152"
"80821","55","84"
"80820","55","30"
"80819","55","128"
"80818","55","137"
"80817","55","125"
"80816","55","26"
"80815","55","134"
"80814","55","48"
"80813","55","68"
"80812","55","107"
"80811","55","93"
"80810","55","144"
"80809","55","143"
"80808","55","9"
"80807","55","34"
"80806","55","124"
"80805","55","79"
"80804","55","23"
"80803","55","142"
"80802","55","89"
"80801","55","10"
"80800","55","50"
"80799","55","8"
"80798","55","45"
"80797","55","52"
"80796","55","61"
"80795","55","110"
"80794","55","140"
"80793","55","57"
"80792","55","92"
"80791","55","151"
"80790","55","150"
"80789","55","149"
"80788","55","148"
"80787","55","147"
"80786","55","146"
"80785","55","130"
"80784","55","29"
"80783","55","141"
"80782","55","25"
"80781","55","105"
"80780","55","14"
"80779","55","98"
"80778","55","83"
"80777","55","44"
"80776","55","28"
"80775","55","101"
"80774","55","75"
"80773","55","106"
"80772","55","38"
"80771","55","19"
"80770","55","54"
"80769","55","91"
"80768","55","46"
"80767","55","51"
"80766","55","135"
"80765","55","108"
"80764","55","99"
"80763","55","86"
"80762","55","129"
"80761","55","20"
"80760","55","85"
"80759","55","74"
"80758","55","117"
"80757","55","102"
"80756","55","27"
"80755","55","100"
"80754","55","35"
"80753","55","95"
"80752","55","16"
"80751","55","2"
"80750","55","103"
"80749","55","96"
"80748","55","76"
"80747","55","59"
"80746","55","49"
"80745","55","43"
"80744","55","77"
"80743","55","111"
"80742","55","63"
"80741","55","6"
"80740","55","70"
"80739","55","109"
"80738","55","118"
"80737","55","136"
"80736","55","60"
"80735","55","87"
"80734","55","12"
"80733","55","31"
"80732","55","121"
"80731","55","78"
"80730","55","131"
"80729","55","112"
"75595","342","88"
"80860","375","146"
"81462","80","53"
"78928","155","53"
"81324","357","112"
"81157","43","112"
"80586","153","53"
"78641","353","6"
"78640","353","136"
"78639","353","121"
"78638","353","139"
"78637","353","145"
"77453","376","4"
"77545","377","138"
"77546","378","138"
"79875","388","147"
"77554","380","148"
"79860","381","148"
"78927","155","119"
"78926","155","138"
"78925","155","97"
"78924","155","32"
"78923","155","4"
"78922","155","82"
"78921","155","145"
"81323","357","139"
"81322","357","116"
"81321","357","53"
"81320","357","119"
"81319","357","138"
"81318","357","97"
"80585","153","119"
"80584","153","138"
"80583","153","97"
"80582","153","32"
"80581","153","82"
"80580","153","145"
"81156","43","139"
"81155","43","116"
"81154","43","53"
"81153","43","119"
"81152","43","138"
"81151","43","97"
"80728","55","139"
"80727","55","116"
"80726","55","53"
"80725","55","119"
"80724","55","138"
"80723","55","97"
"80722","55","32"
"80721","55","82"
"80720","55","145"
"81461","80","119"
"81460","80","138"
"81459","80","97"
"81132","382","114"
"81131","382","69"
"81130","382","67"
"81129","382","13"
"81128","382","56"
"81127","382","58"
"81126","382","39"
"81125","382","40"
"81124","382","73"
"81123","382","71"
"81122","382","3"
"81121","382","66"
"81120","382","132"
"81119","382","126"
"81118","382","41"
"81117","382","15"
"81116","382","5"
"81115","382","21"
"81114","382","127"
"81113","382","65"
"81112","382","47"
"81111","382","64"
"81110","382","152"
"81109","382","84"
"81108","382","30"
"81107","382","128"
"81106","382","137"
"81105","382","125"
"81104","382","26"
"81103","382","134"
"81102","382","48"
"81101","382","68"
"81100","382","107"
"81099","382","93"
"81098","382","144"
"81097","382","143"
"81096","382","9"
"81095","382","34"
"81094","382","124"
"81093","382","79"
"81092","382","23"
"81091","382","142"
"81090","382","89"
"81089","382","10"
"81088","382","50"
"81087","382","8"
"81086","382","45"
"81085","382","52"
"81084","382","61"
"81083","382","110"
"81082","382","140"
"81081","382","57"
"81080","382","92"
"81079","382","151"
"81078","382","150"
"81077","382","149"
"81076","382","148"
"81075","382","147"
"81074","382","146"
"81073","382","130"
"81072","382","29"
"81071","382","141"
"81070","382","25"
"81069","382","105"
"81068","382","14"
"81067","382","98"
"81066","382","83"
"81065","382","44"
"81064","382","28"
"81063","382","101"
"81062","382","75"
"81061","382","106"
"81060","382","38"
"81059","382","19"
"81058","382","54"
"81057","382","91"
"81056","382","46"
"81055","382","153"
"81054","382","51"
"81053","382","135"
"81052","382","108"
"81051","382","99"
"81050","382","86"
"81049","382","129"
"81048","382","20"
"81047","382","85"
"81046","382","74"
"81045","382","117"
"81044","382","102"
"81043","382","27"
"81042","382","100"
"81041","382","35"
"81040","382","95"
"81039","382","16"
"81038","382","2"
"81037","382","103"
"81036","382","96"
"81035","382","76"
"81034","382","59"
"81033","382","49"
"81032","382","43"
"81031","382","77"
"81030","382","111"
"81029","382","63"
"81028","382","6"
"81027","382","70"
"81026","382","109"
"81025","382","118"
"81024","382","136"
"81023","382","60"
"81022","382","87"
"81021","382","12"
"81020","382","31"
"81019","382","121"
"81018","382","78"
"81017","382","131"
"81016","382","112"
"81015","382","139"
"81014","382","116"
"81013","382","53"
"81012","382","119"
"81011","382","138"
"79862","383","148"
"79861","384","148"
"79868","379","151"
"79871","387","149"
"79870","385","149"
"79869","386","149"
"79877","389","147"
"79876","390","147"
"80017","391","150"
"80019","392","152"
"81010","382","97"
"81009","382","32"
"81008","382","82"
"81458","80","32"
"81457","80","82"
"81456","80","145"
"81317","357","32"
"81316","357","82"
"81315","357","145"
"81150","43","32"
"81149","43","82"
"81148","43","145"
"80717","153","55"
"80718","153","42"
"80719","153","88"
"80857","55","55"
"80858","55","42"
"80859","55","88"
"80861","375","147"
"80862","375","148"
"80863","375","149"
"80864","375","150"
"80865","375","151"
"81007","382","145"
"81288","43","88"
"81455","357","88"
"81596","80","88"
